PDI|2021-12-07|-550.00|809.50|259.50
PDI|2021-11-10|820.00|539.50|1359.50
PDI|2021-10-08|680.00|509.50|1189.50
PDI|2021-09-10|500.00|2079.50|2579.50
PDI|2021-08-11|600.00|579.50|1179.50
PDI|2021-07-09|440.00|429.50|869.50
PDI|2021-06-10|2020.00|649.50|2669.50
PDI|2021-05-12|950.00|1969.50|2919.50
PDI|2021-04-09|1050.00|179.50|1229.50
PDI|2021-03-10|2130.00|349.50|2479.50
PDI|2021-02-10|1050.00|119.50|1169.50
PDI|2021-01-13|680.00|569.50|1249.50
PDI|2020-12-10|2343.90|1033.40|3377.30
PDI|2020-11-10|940.00|429.50|1369.50
PDI|2020-10-09|1730.00|1019.50|2749.50
PDI|2020-09-10|500.00|759.50|1259.50
PDI|2020-08-12|1330.00|539.50|1869.50
PDI|2020-07-10|1499.00|1138.50|2637.50
PDI|2020-06-10|6240.00|3169.50|9409.50
PDI|2020-05-08|1740.00|2739.50|4479.50
PDI|2020-04-09|3200.00|1719.50|4919.50
PDI|2020-03-11|-890.00|10779.50|9889.50
PDI|2020-02-12|1190.00|679.50|1869.50
PDI|2020-01-10|639.90|399.50|1039.40
PDI|2019-12-11|530.00|689.40|1219.40
PDI|2019-11-08|1510.00|719.50|2229.50
PDI|2019-10-10|1350.00|289.50|1639.50
PDI|2019-09-12|1990.00|529.50|2519.50
PDI|2019-08-09|1640.00|2119.50|3759.50
PDI|2019-07-11|-130.00|1179.50|1049.50
PDI|2019-06-12|2200.00|539.50|2739.50
PDI|2019-05-10|690.00|779.50|1469.50
PDI|2019-04-10|1031.70|829.50|1861.20
PDI|2019-03-08|720.00|281.20|1001.20
PDI|2019-02-08|2650.00|1089.50|3739.50
PDI|2019-01-11|3570.00|1009.50|4579.50
PDI|2018-12-12|460.00|4169.50|4629.50
PDI|2018-11-09|2690.00|1389.50|4079.50
PDI|2018-10-11|1722.00|3439.50|5161.50
PDI|2018-09-13|1640.00|1111.50|2751.50
PDI|2018-08-10|1029.90|899.40|1929.30
PDI|2018-07-12|1190.00|169.50|1359.50
PDI|2018-06-08|1600.00|529.50|2129.50
PDI|2018-05-10|505.60|495.10|1000.70
PDI|2018-04-11|1148.40|728.90|1877.30
PDI|2018-03-09|1210.00|78.50|1288.50
PDI|2018-02-09|980.00|729.50|1709.50
PDI|2018-01-11|950.00|559.50|1509.50
PDI|2017-12-08|1960.00|1229.50|3189.50
PDI|2017-11-10|820.00|1469.50|2289.50
PDI|2017-10-12|1199.50|1269.00|2468.50
PDI|2017-09-08|1950.00|329.50|2279.50
PDI|2017-08-09|1000.00|2249.50|3249.50
PDI|2017-07-12|840.00|149.50|989.50
PDI|2017-06-08|850.00|119.50|969.50
PDI|2017-05-09|840.00|269.50|1109.50
PDI|2017-04-11|1470.00|139.50|1609.50
PDI|2017-03-09|610.00|1039.50|1649.50
PDI|2017-02-09|1550.00|669.50|2219.50
PDI|2017-01-11|40.00|549.50|589.50
PDI|2016-12-08|3033.10|522.60|3555.70
PDI|2016-11-09|544.30|2613.80|3158.10
PDI|2016-10-11|1440.00|429.50|1869.50
PDI|2016-09-08|630.00|1319.50|1949.50
PDI|2016-08-09|1850.00|469.50|2319.50
PDI|2016-07-07|1700.00|569.50|2269.50
PDI|2016-06-09|260.00|969.50|1229.50
PDI|2016-05-10|1749.90|239.40|1989.30
PDI|2016-04-07|728.00|117.50|845.50
PDI|2016-03-09|1350.00|229.50|1579.50
PDI|2016-02-09|1520.00|1799.50|3319.50
PDI|2016-01-12|-529.90|2319.60|1789.70
PDI|2015-12-09|980.00|1159.50|2139.50
PDI|2015-11-09|969.00|928.50|1897.50
PDI|2015-10-07|1730.00|299.50|2029.50
PDI|2015-09-09|-260.00|539.50|279.50
PDI|2015-08-11|400.00|489.50|889.50
PDI|2015-07-09|490.00|259.50|749.50
PDI|2015-06-09|550.00|729.50|1279.50
PDI|2015-05-07|1000.00|569.50|1569.50
PDI|2015-04-09|370.00|159.50|529.50
PDI|2015-03-10|1060.00|839.50|1899.50
PDI|2015-02-10|1070.00|1049.50|2119.50
PDI|2015-01-08|950.00|1529.50|2479.50
PDI|2014-12-24|1960.00|2439.50|4399.50
PDI|2014-12-09|1040.00|1989.50|3029.50
PDI|2014-11-10|1430.00|169.50|1599.50
PDI|2014-10-09|600.00|1629.50|2229.50
PDI|2014-09-10|1890.00|919.50|2809.50
PDI|2014-08-07|-20.00|819.50|799.51
PDI|2014-07-09|1300.00|1289.50|2589.50
PDI|2014-06-10|580.00|79.50|659.50
PDI|2014-05-08|1810.00|119.50|1929.50
PDI|2014-04-09|510.00|49.50|559.50
PDI|2014-03-11|1380.00|629.50|2009.50
PDI|2014-02-11|1780.00|359.50|2139.50
PDI|2014-01-09|500.00|289.50|789.50
PDI|2013-12-10|610.00|129.50|739.50
PDI|2013-11-07|2050.00|1189.50|3239.50
PDI|2013-10-09|1410.00|699.50|2109.50
PDI|2013-09-11|770.00|199.50|969.50
PDI|2013-08-08|860.00|639.50|1499.50
PDI|2013-07-09|1670.00|1939.50|3609.50
PDI|2013-06-11|-1340.00|2489.50|1149.50
PDI|2013-05-09|2190.00|359.50|2549.50
PDI|2013-04-09|360.00|589.50|949.50
PDI|2013-03-07|1080.00|269.50|1349.50
PDI|2013-02-07|1900.00|1339.50|3239.50
PDI|2013-01-10|1520.00|299.50|1819.50
PDI|2012-12-11|1750.00|299.50|2049.50
PDI|2012-11-08|960.00|1009.50|1969.50
PDI|2012-10-09|1820.00|889.50|2709.50
PDI|2012-09-12|0|0|0
